[ERROR game_server::entry_point] could not set open file limit: unsupported OS
[DEBUG SPAWN] arena=false, type=G5, pos=(-124.6,-5525.3), radius=6500.4, spawn_radius=2166.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1813.4,-3364.3), radius=6942.2, spawn_radius=2776.9, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(88.7,332.9), radius=6942.2, spawn_radius=2776.9, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-3780.7,-1843.9), radius=6942.8, spawn_radius=2777.1, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(270.2,-5902.1), radius=6943.6, spawn_radius=2314.5, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6943.8, spawn_radius=5555.1, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-318.9,-4787.5), radius=6944.6, spawn_radius=2777.9, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1166.1,-5903.6), radius=6945.4, spawn_radius=2315.1, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(417.6,-3377.8), radius=6947.2, spawn_radius=2778.9, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(4641.0,-406.5), radius=6949.0, spawn_radius=2779.6, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1501.9,-4515.1), radius=6950.0, spawn_radius=2780.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(2384.4,-3082.0), radius=6953.8, spawn_radius=2781.5, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(501.4,-5911.4), radius=6954.6, spawn_radius=2318.2, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1207.0,-5911.6), radius=6954.8, spawn_radius=2318.3, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-709.9,-5912.5), radius=6955.8, spawn_radius=2318.6, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1278.5,-749.2), radius=6958.0, spawn_radius=2783.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6962.1, spawn_radius=5569.6, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-3995.5,-2279.8), radius=6963.9, spawn_radius=2785.5, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(571.9,-5920.3), radius=6965.1, spawn_radius=2321.7, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(630.5,-14.3), radius=6967.7, spawn_radius=2787.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1814.2,-3083.4), radius=6970.7, spawn_radius=2788.3, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-3625.3,318.8), radius=6971.9, spawn_radius=2788.7, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(4017.4,-2399.0), radius=6974.7, spawn_radius=2789.9, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1304.9,-4055.1), radius=6978.7, spawn_radius=2791.5, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6980.7, spawn_radius=5584.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(168.1,-5380.8), radius=6980.9, spawn_radius=2792.3, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6986.1, spawn_radius=5588.9, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(1129.0,-5939.7), radius=6987.9, spawn_radius=2329.3, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-935.6,-5939.9), radius=6988.1, spawn_radius=2329.4, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(2701.4,-1334.2), radius=6989.5, spawn_radius=2795.8, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(780.6,-515.3), radius=6996.7, spawn_radius=2798.7, score=23
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1701.4,-5948.9), radius=6998.7, spawn_radius=2332.9, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(2052.9,-3340.4), radius=7000.7, spawn_radius=2800.3, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1480.7,-4833.4), radius=7001.7, spawn_radius=2800.7, score=4
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=7002.1, spawn_radius=5601.7, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=7004.7, spawn_radius=5603.8, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-277.8,-5954.2), radius=7004.9, spawn_radius=2335.0, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=7006.3, spawn_radius=5605.0, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-2925.1,-3155.5), radius=7007.7, spawn_radius=2803.1, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(4521.1,-1457.4), radius=7007.7, spawn_radius=2803.1, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(3003.5,-3024.8), radius=7007.9, spawn_radius=2803.2, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1152.7,-262.4), radius=7008.1, spawn_radius=2803.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-4311.9,-4347.5), radius=7008.5, spawn_radius=2803.4, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(2880.5,-263.5), radius=7008.7, spawn_radius=2803.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1299.2,-5959.4), radius=7011.1, spawn_radius=2337.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-2122.5,-4651.1), radius=7012.3, spawn_radius=2804.9, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=7015.5, spawn_radius=5612.4, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(3018.5,-3316.7), radius=7017.5, spawn_radius=2807.0, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(5372.1,819.8), radius=7024.1, spawn_radius=2809.6, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=7025.9, spawn_radius=5620.7, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(460.8,-937.0), radius=7026.3, spawn_radius=2810.5, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(480.5,-4130.9), radius=7029.3, spawn_radius=2811.7, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-292.4,-5976.6), radius=7031.3, spawn_radius=2343.8, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(3612.3,362.2), radius=7031.3, spawn_radius=2812.5, score=0
[ERROR game_server::metric] error putting metrics for None: Dynamo(Unhandled(ConstructionFailure(MissingCredentials)))
[ERROR game_server::metric] error putting metrics for None: Dynamo(Unhandled(ConstructionFailure(MissingCredentials)))
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-638.7,-181.0), radius=7035.3, spawn_radius=2814.1, score=2
[DEBUG SPAWN] arena=false, type=Pt34, pos=(293.4,-2902.2), radius=7035.3, spawn_radius=2814.1, score=0
[ERROR game_server::metric] error putting metrics for Some(CohortId(CohortId(1))): Dynamo(Unhandled(ConstructionFailure(MissingCredentials)))
[ERROR game_server::metric] error putting metrics for Some(CohortId(CohortId(1))): Dynamo(Unhandled(ConstructionFailure(MissingCredentials)))
[DEBUG SPAWN] arena=false, type=JianRen, pos=(831.7,-2496.9), radius=7037.5, spawn_radius=2815.0, score=0
[ERROR game_server::metric] error putting metrics for Some(UserAgentId(DesktopChrome)): Dynamo(Unhandled(ConstructionFailure(MissingCredentials)))
[ERROR game_server::metric] error putting metrics for Some(UserAgentId(DesktopChrome)): Dynamo(Unhandled(ConstructionFailure(MissingCredentials)))
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=7039.9, spawn_radius=5631.9, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-288.5,-6463.1), radius=7040.1, spawn_radius=2816.1, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-975.4,-5986.5), radius=7042.9, spawn_radius=2347.6, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-839.9,-3685.5), radius=7047.3, spawn_radius=2818.9, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-872.9,-5991.6), radius=7048.9, spawn_radius=2349.6, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-1523.1,-5991.6), radius=7048.9, spawn_radius=2349.6, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-419.4,-5485.7), radius=7051.3, spawn_radius=2820.5, score=24
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-3469.2,-1396.1), radius=7051.9, spawn_radius=2820.8, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-4910.2,-1202.9), radius=7052.7, spawn_radius=2821.1, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1280.0,-2104.4), radius=7055.5, spawn_radius=2822.2, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-4711.8,-484.3), radius=7057.7, spawn_radius=2823.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(553.0,-1972.9), radius=7059.5, spawn_radius=2823.8, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-334.8,275.2), radius=7059.7, spawn_radius=2823.9, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=7059.7, spawn_radius=5647.8, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-3049.4,-1224.3), radius=7059.7, spawn_radius=2823.9, score=28
[DEBUG SPAWN] arena=false, type=Olympias, pos=(4747.4,-4309.1), radius=7060.5, spawn_radius=2824.2, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-4563.4,-834.7), radius=7061.9, spawn_radius=2824.8, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-555.1,-6002.7), radius=7061.9, spawn_radius=2354.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-2388.2,-4251.4), radius=7062.3, spawn_radius=2824.9, score=30
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-3516.7,-1227.4), radius=7065.0, spawn_radius=2826.0, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(1408.8,1158.2), radius=7065.6, spawn_radius=2826.2, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1115.5,-6005.7), radius=7065.6, spawn_radius=2355.2, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=7069.6, spawn_radius=5655.6, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1055.1,-2253.9), radius=7070.4, spawn_radius=2828.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(643.8,-2412.3), radius=7070.4, spawn_radius=2828.1, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(1753.5,568.9), radius=7071.2, spawn_radius=2828.5, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-3332.0,-4676.5), radius=7072.6, spawn_radius=2829.0, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(357.7,-299.1), radius=7072.8, spawn_radius=2829.1, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-3456.1,86.3), radius=7075.6, spawn_radius=2830.2, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1843.9,-6015.8), radius=7077.4, spawn_radius=2359.1, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1727.1,916.5), radius=7077.8, spawn_radius=2831.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=7078.6, spawn_radius=5662.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=7085.0, spawn_radius=5668.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-3323.4,-808.7), radius=7086.4, spawn_radius=2834.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-716.9,-2881.3), radius=7087.2, spawn_radius=2834.9, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1737.3,-833.4), radius=7087.6, spawn_radius=2835.0, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(849.2,-6026.8), radius=7090.4, spawn_radius=2363.5, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(4823.5,-4210.0), radius=7091.0, spawn_radius=2836.4, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1189.5,-6028.0), radius=7091.8, spawn_radius=2363.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(6497.6,746.5), radius=7092.0, spawn_radius=2836.8, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1315.1,-1440.7), radius=7093.8, spawn_radius=2837.5, score=30
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-204.3,-6031.4), radius=7095.8, spawn_radius=2365.3, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1559.4,-1341.1), radius=7097.0, spawn_radius=2838.8, score=9
[DEBUG SPAWN] arena=false, type=Komar, pos=(-377.1,-599.6), radius=7098.0, spawn_radius=2839.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-2167.8,-2167.3), radius=7098.8, spawn_radius=2839.5, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-1008.2,186.7), radius=7099.0, spawn_radius=2839.6, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(534.7,-2597.3), radius=7101.2, spawn_radius=2840.5, score=7
[DEBUG SPAWN] arena=false, type=G5, pos=(-1084.5,-5269.6), radius=7105.0, spawn_radius=2842.0, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=7106.0, spawn_radius=5684.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1064.0,-1940.9), radius=7106.4, spawn_radius=2842.6, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(2071.3,-884.9), radius=7106.6, spawn_radius=2842.6, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(372.4,-480.0), radius=7107.4, spawn_radius=2843.0, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-684.7,1103.1), radius=7111.0, spawn_radius=2844.4, score=28
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-72.1,-102.0), radius=7114.4, spawn_radius=2845.8, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(251.9,1199.0), radius=7114.4, spawn_radius=2845.8, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-2677.0,-2998.9), radius=7115.4, spawn_radius=2846.2, score=24
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=7117.0, spawn_radius=5693.6, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1671.2,-6050.0), radius=7117.6, spawn_radius=2372.5, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-4515.5,-2903.2), radius=7118.0, spawn_radius=2847.2, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=7118.0, spawn_radius=5694.4, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1206.0,-1835.4), radius=7119.4, spawn_radius=2847.8, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=7121.2, spawn_radius=5697.0, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=7124.2, spawn_radius=5699.4, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(925.4,695.7), radius=7124.2, spawn_radius=2849.7, score=2
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-2335.1,-4604.5), radius=7124.6, spawn_radius=2849.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(34.4,-1951.6), radius=7125.2, spawn_radius=2850.1, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-1011.3,-1543.6), radius=7127.0, spawn_radius=2850.8, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-3540.2,-2424.4), radius=7128.2, spawn_radius=2851.3, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-4484.5,-752.0), radius=7129.0, spawn_radius=2851.6, score=16
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-914.0,-6060.2), radius=7129.6, spawn_radius=2376.5, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=7129.8, spawn_radius=5703.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-2942.4,-3011.6), radius=7131.0, spawn_radius=2852.4, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-327.1,-2332.3), radius=7132.8, spawn_radius=2853.1, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(62.8,-5536.4), radius=7134.0, spawn_radius=2853.6, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-296.6,-6064.3), radius=7134.4, spawn_radius=2378.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-2970.4,-745.4), radius=7135.8, spawn_radius=2854.3, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1125.4,-4387.3), radius=7140.0, spawn_radius=2856.0, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-2481.7,-5310.9), radius=7140.8, spawn_radius=2856.3, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(676.0,-1153.7), radius=7142.0, spawn_radius=2856.8, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-893.9,-5007.5), radius=7142.4, spawn_radius=2857.0, score=19
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-168.0,-6071.7), radius=7143.2, spawn_radius=2381.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=7143.4, spawn_radius=5714.7, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=7145.8, spawn_radius=5716.7, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(1670.2,-6074.1), radius=7146.0, spawn_radius=2382.0, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=7148.0, spawn_radius=5718.4, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-3388.3,-3169.1), radius=7148.8, spawn_radius=2859.5, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=7151.2, spawn_radius=5721.0, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-2796.1,-1989.4), radius=7152.4, spawn_radius=2861.0, score=30
[DEBUG SPAWN] arena=false, type=Olympias, pos=(1257.9,-4282.9), radius=7154.0, spawn_radius=2861.6, score=28
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-3481.3,66.5), radius=7154.4, spawn_radius=2861.8, score=10
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-785.9,-6081.6), radius=7154.8, spawn_radius=2384.9, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-193.3,-6084.2), radius=7157.8, spawn_radius=2385.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(3674.7,995.7), radius=7158.2, spawn_radius=2863.3, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(3664.8,-1562.6), radius=7158.2, spawn_radius=2863.3, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=7158.4, spawn_radius=5726.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(305.3,-830.6), radius=7158.4, spawn_radius=2863.4, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(2014.5,-755.0), radius=7159.2, spawn_radius=2863.7, score=9
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-2161.9,-5898.8), radius=7160.6, spawn_radius=2864.3, score=7
[DEBUG SPAWN] arena=false, type=G5, pos=(-1255.1,-1980.9), radius=7161.2, spawn_radius=2864.5, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(263.4,-5232.0), radius=7162.8, spawn_radius=2865.1, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-3120.3,-4278.0), radius=7163.6, spawn_radius=2865.5, score=28
[DEBUG SPAWN] arena=false, type=Komar, pos=(613.2,-696.7), radius=7164.2, spawn_radius=2865.7, score=2
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-3271.3,-1242.6), radius=7172.3, spawn_radius=2868.9, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(1022.8,-4037.0), radius=7173.5, spawn_radius=2869.4, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(697.5,-4950.1), radius=7173.7, spawn_radius=2869.5, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1672.7,-6100.0), radius=7176.5, spawn_radius=2392.2, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-3194.2,-1534.3), radius=7177.1, spawn_radius=2870.8, score=26
[DEBUG SPAWN] arena=false, type=G5, pos=(646.9,-2928.3), radius=7180.5, spawn_radius=2872.2, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-2511.7,662.0), radius=7181.9, spawn_radius=2872.7, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-549.3,270.6), radius=7182.7, spawn_radius=2873.1, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-5211.6,-1189.0), radius=7183.7, spawn_radius=2873.5, score=19
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-2051.5,-85.8), radius=7185.3, spawn_radius=2874.1, score=30
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-313.5,-2336.8), radius=7187.3, spawn_radius=2874.9, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1215.6,-4625.7), radius=7188.1, spawn_radius=2875.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1324.7,-2146.2), radius=7188.3, spawn_radius=2875.3, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-2607.5,-4161.9), radius=7188.5, spawn_radius=2875.4, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1107.0,-871.3), radius=7188.5, spawn_radius=2875.4, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(4944.8,-4122.4), radius=7188.9, spawn_radius=2875.5, score=30
[DEBUG SPAWN] arena=false, type=Olympias, pos=(5589.0,-204.5), radius=7189.9, spawn_radius=2875.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=7190.3, spawn_radius=5752.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=7190.7, spawn_radius=5752.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(1850.6,-1183.6), radius=7191.7, spawn_radius=2876.7, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-2187.9,154.0), radius=7191.9, spawn_radius=2876.8, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(2489.5,-3277.3), radius=7193.3, spawn_radius=2877.3, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=7193.9, spawn_radius=5755.1, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(3595.8,-1070.4), radius=7195.1, spawn_radius=2878.0, score=14
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=7197.5, spawn_radius=5758.0, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-541.0,-3967.5), radius=7198.3, spawn_radius=2879.3, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=7200.5, spawn_radius=5760.4, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1667.9,-6121.4), radius=7201.7, spawn_radius=2400.6, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-700.8,-1264.4), radius=7203.5, spawn_radius=2881.4, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(2760.8,-1567.9), radius=7205.9, spawn_radius=2882.4, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(3871.5,-2539.0), radius=7207.1, spawn_radius=2882.8, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(3479.5,-1131.6), radius=7211.1, spawn_radius=2884.4, score=14
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-3567.6,-610.2), radius=7212.1, spawn_radius=2884.8, score=26
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1232.6,-4220.4), radius=7212.3, spawn_radius=2884.9, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=7212.7, spawn_radius=5770.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(138.2,-1468.1), radius=7213.7, spawn_radius=2885.5, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-969.2,-1693.7), radius=7214.1, spawn_radius=2885.6, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-707.4,-2932.0), radius=7215.9, spawn_radius=2886.4, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(2254.6,-5431.8), radius=7216.3, spawn_radius=2886.5, score=19
[DEBUG SPAWN] arena=false, type=G5, pos=(978.5,-6134.2), radius=7216.7, spawn_radius=2405.6, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=7218.3, spawn_radius=5774.6, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(100.9,-2615.1), radius=7219.9, spawn_radius=2888.0, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1500.7,-6137.6), radius=7220.7, spawn_radius=2406.9, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(1353.2,223.1), radius=7221.3, spawn_radius=2888.5, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=7222.1, spawn_radius=5777.7, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1926.2,-2617.1), radius=7224.1, spawn_radius=2889.6, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(2719.0,-5136.4), radius=7224.5, spawn_radius=2889.8, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(1332.4,-2023.5), radius=7228.1, spawn_radius=2891.2, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-853.3,-6145.3), radius=7229.7, spawn_radius=2409.9, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(2284.5,-5394.4), radius=7231.9, spawn_radius=2892.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1959.4,-1141.7), radius=7232.7, spawn_radius=2893.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1002.8,-1508.7), radius=7232.9, spawn_radius=2893.2, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(2659.7,-4589.1), radius=7233.7, spawn_radius=2893.5, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(435.5,-3371.5), radius=7234.5, spawn_radius=2893.8, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1106.9,-1634.1), radius=7235.5, spawn_radius=2894.2, score=30
[DEBUG SPAWN] arena=false, type=Olympias, pos=(4053.1,938.4), radius=7241.1, spawn_radius=2896.4, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-498.0,-6155.3), radius=7241.5, spawn_radius=2413.8, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-2113.7,-4658.6), radius=7242.1, spawn_radius=2896.8, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1225.8,-4760.9), radius=7244.3, spawn_radius=2897.7, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1560.7,-6158.5), radius=7245.3, spawn_radius=2415.1, score=0
